ID,NAME,KANA,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_1_9,Q3_1_10,Q3_1_11,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q3_2_7,Q3_2_8,Q3_2_9,Q3_2_10,Q3_2_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_11,SQ8_12,SQ8_13,SQ8_14,SQ8_15,SQ8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ8_16_FA
49,岡本＝章子,おかもと・あきこ,1,4,1,0,52,2,3,1,2,57,3,16,5,13,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,100,10,70,0,80,20,100,5,4,3,1,2,2,4,3,1,5,5,1,1,1,1,3,3,4,4,1,1,1,3,3,3,3,3,2,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,コロナ対策　●医療体制確保　●事業者支援　●弱者支援,99,99,99
50,春藤＝沙弥香,しゅんどう・さやか,1,4,1,0,52,5,1,0,2,40,1,16,6,7,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,コロナ対応,99,99,地方分権改革
51,土井＝亨,どい・とおる,1,4,1,0,52,1,3,4,1,63,2,16,6,16,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,0,100,0,75,0,25,0,4,4,4,2,1,1,2,2,1,2,4,2,1,4,3,3,2,3,4,3,4,2,1,2,4,2,5,2,5,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,99,99,99,99,99,99,99,99,99,99,コロナ対策,99,地域経済対策,99
52,大草＝芳江,おおくさ・よしえ,1,4,1,0,66,11,1,0,2,39,1,5,3,99,3,99,99,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,50,50,50,50,50,0,50,5,3,1,3,5,2,5,1,1,3,1,4,3,3,1,3,3,5,3,1,1,1,1,1,3,3,2,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,99,99,99,99
53,鎌田＝さゆり,かまた・さゆり,1,4,2,0,52,2,2,2,2,56,2,16,6,5,2,3,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99,30,50,1,10,1,99,5,5,1,5,5,5,5,5,1,5,5,1,1,1,1,1,5,5,5,1,1,1,1,5,5,1,2,1,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,コロナ対策,99,99,99
54,秋葉＝賢也,あきば・けんや,1,4,2,0,52,1,3,6,1,59,3,16,6,3,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,20,100,5,60,60,90,10,5,3,5,4,2,1,2,2,2,2,4,2,1,4,2,4,2,3,3,4,4,3,1,1,3,2,5,2,4,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,コロナ対策,99,99,一院制の実現、道州制の導入など
55,林＝マリアゆき,はやし・まりあゆき,1,4,2,0,52,8,1,0,2,47,1,5,10,12,4,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,50,50,50,50,3,5,5,3,2,1,5,5,1,3,3,3,1,1,1,3,4,1,5,1,1,1,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,99,99,99,99
56,大野＝園子,おおの・そのこ,1,4,3,0,52,2,1,0,2,33,1,16,7,5,2,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,80,10,60,10,50,20,70,5,3,3,2,2,3,4,4,1,4,4,3,2,1,2,3,2,3,5,1,1,1,4,3,4,3,1,2,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,感染症対策,99,99,99
57,西村＝明宏,にしむら・あきひろ,1,4,3,0,52,1,3,5,1,61,2,13,6,4,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,999,999,100,999,999,999,999,3,4,3,4,2,2,3,2,2,2,4,2,2,4,3,3,3,4,3,4,3,3,2,3,3,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,99,99,99,99
58,浅田＝晃司,あさだ・こうじ,1,4,3,0,66,11,1,0,1,74,1,1,12,13,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,25,25,25,25,50,50,5,5,3,2,4,1,3,3,1,1,5,1,2,4,3,4,4,2,1,4,5,2,4,3,2,2,2,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,99,99,交戦権を認める
59,伊藤＝信太郎,いとう・しんたろう,1,4,4,0,52,1,3,6,1,68,2,16,5,1,2,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,20,80,10,50,40,85,20,3,3,3,3,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,3,3,2,2,2,3,2,3,3,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,コロナ対策,99,99,99
60,舩山＝由美,ふなやま・ゆみ,1,4,4,0,52,4,1,0,2,53,1,6,15,4,2,1,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,80,10,100,10,50,10,80,5,5,5,5,5,4,5,4,1,5,5,2,2,1,1,1,2,5,5,1,1,1,5,2,3,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,99,99,99,99
61,早坂＝敦,はやさか・あつし,1,4,4,0,52,5,1,0,1,50,3,16,6,3,2,3,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,0,100,50,80,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,コロナ対策,99,99,地方分権改革
62,安住＝淳,あずみ・じゅん,1,4,5,0,52,2,3,8,1,59,2,6,3,2,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50,90,50,60,50,70,50,90,4,4,3,4,5,2,4,2,1,4,4,2,2,3,2,1,1,4,4,1,1,1,2,1,3,2,3,4,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,99,99,99,99
63,森下＝千里,もりした・ちさと,1,4,5,0,52,1,1,0,2,40,1,6,16,4,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,10,80,0,50,20,50,10,3,2,4,4,2,1,2,1,3,2,4,3,2,4,2,3,2,2,3,5,4,3,1,1,2,2,3,4,5,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,99,女性政策。女性の地位向上など,99,99
64,小野寺＝五典,おのでら・いつのり,1,4,6,0,52,1,3,7,1,61,2,16,13,4,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,100,0,50,0,100,0,3,3,3,3,3,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,新型コロナウイルス感染症対策,99,99,99
65,内藤＝隆司,ないとう・たかじ,1,4,6,0,66,4,1,0,1,63,1,12,6,15,2,1,4,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,10,70,10,100,5,40,0,70,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,1,5,1,1,5,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,99,99,99,99
66,冨樫＝博之,とがし・ひろゆき,1,5,1,0,52,1,3,3,1,66,2,13,16,3,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,999,999,999,999,999,999,999,3,3,3,2,3,2,3,2,3,1,3,3,2,4,3,3,2,3,3,3,3,3,2,3,3,2,5,4,3,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,新型コロナ感染症対策,99,99
67,寺田＝学,てらた・まなぶ,1,5,1,0,52,2,3,5,1,45,3,5,3,2,4,2,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,50,55,50,50,10,50,70,40,1,1,1,4,4,2,5,4,1,4,4,3,2,2,3,3,2,2,2,1,1,1,2,2,4,4,2,4,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,99,99,99,99
68,金田＝勝年,かねだ・かつとし,1,5,2,0,52,1,3,4,1,72,3,6,4,7,3,4,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,999,80,999,999,999,80,999,2,4,4,4,2,2,3,4,2,2,4,1,2,3,2,3,3,2,3,3,3,3,2,3,2,2,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,99,99,99,99
69,緑川＝貴士,みどりかわ・たかし,1,5,2,0,52,2,3,1,1,36,2,16,7,4,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,90,20,60,30,70,20,90,3,5,4,3,4,1,5,3,1,4,5,2,2,2,1,3,2,4,4,1,2,1,2,2,4,2,2,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,コロナ対策,99,99,99
70,杉山＝彰,すぎやま・あきら,1,5,3,0,66,4,1,0,1,55,1,5,4,9,1,2,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,80,20,100,10,70,0,90,5,5,5,5,5,5,5,4,1,5,3,4,2,1,1,1,2,5,5,1,1,1,5,4,5,1,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,99,99,99,99
71,御法川＝信英,みのりかわ・のぶひで,1,5,3,0,52,1,3,5,1,57,2,16,6,4,3,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,999,90,999,80,999,100,999,3,3,3,2,2,2,3,2,3,2,3,2,2,3,3,4,2,2,2,3,3,3,2,2,3,3,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,新型コロナ、景気対策,99,99,99
72,原田＝和広,はらだ・まさひろ,1,6,1,0,52,2,1,0,1,48,1,6,5,7,2,1,7,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,75,40,45,10,20,0,20,3,5,5,2,4,3,5,5,1,5,5,1,1,1,1,1,2,4,5,1,1,1,3,1,5,2,1,2,3,2,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,99,99,99,99
73,遠藤＝利明,えんどう・としあき,1,6,1,0,52,1,3,8,1,71,2,7,3,5,3,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,0,80,0,50,50,100,0,3,3,3,4,3,2,3,3,1,1,4,2,3,5,2,3,3,3,2,3,4,2,1,3,3,2,3,4,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,99,99,99,99
74,鈴木＝憲和,すずき・のりかず,1,6,2,0,52,1,3,3,1,39,2,16,1,4,3,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,25,75,25,50,25,50,0,2,2,4,3,1,2,3,2,1,1,3,1,1,4,1,2,2,5,1,3,3,2,1,3,3,3,4,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,コロナ対策,99,99,99
75,加藤＝健一,かとう・けんいち,1,6,2,0,52,6,1,0,1,40,1,16,4,3,4,1,2,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,1,0,1,0,40,90,50,80,40,100,40,90,2,5,4,2,2,4,5,4,1,5,5,2,2,2,3,3,3,4,5,2,2,2,3,3,5,2,2,3,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,誰もが住みよい共生社会づくり,99,99,99
76,梅木＝威,うめき・たけし,1,6,3,0,66,4,1,0,1,62,1,6,7,4,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,0,100,0,50,0,90,5,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,5,5,1,1,1,5,3,5,2,1,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,99,99,99,99
77,阿部＝ひとみ,あべ・ひとみ,1,6,3,0,66,11,1,0,2,60,1,4,15,14,3,4,7,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,45,42,43,999,51,999,999,999,1,2,4,4,4,4,4,4,2,2,4,2,2,4,1,1,2,3,2,3,4,3,2,2,4,2,4,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,99,99,99,99
78,加藤＝鮎子,かとう・あゆこ,1,6,3,0,52,1,3,2,2,42,2,16,16,4,3,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99,50,95,50,60,55,95,50,3,4,4,2,3,2,4,3,1,2,4,2,1,5,2,5,2,4,1,3,99,2,3,4,5,4,3,3,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,新型コロナウイルス感染症対策,地方創生,99,99
79,金子＝恵美,かねこ・えみ,1,7,1,0,52,2,3,2,2,56,2,16,13,4,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,20,50,0,60,0,100,3,4,4,3,5,3,5,3,1,5,5,3,3,1,2,3,3,3,5,1,2,1,3,3,4,3,2,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,コロナ対策,99,99,99
80,亀岡＝偉民,かめおか・よしたみ,1,7,1,0,52,1,3,4,1,66,3,7,4,6,2,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,20,100,20,50,20,50,20,4,4,3,3,3,1,3,2,1,3,3,3,3,5,3,5,3,2,2,4,4,3,1,2,3,3,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,99,99,99,99
81,馬場＝雄基,ばば・ゆうき,1,7,2,0,52,2,1,0,1,29,3,16,11,13,2,4,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,70,50,60,50,60,55,70,2,2,2,4,4,2,4,3,2,3,4,3,2,2,2,3,2,3,3,2,2,3,3,3,4,3,3,4,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,コロナ対策,99,99,99
82,根本＝匠,ねもと・たくみ,1,7,2,0,52,1,3,8,1,70,2,16,13,6,2,1,3,1,0,1,0,0,0,1,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,100,0,80,0,50,0,100,0,5,5,5,5,2,1,1,1,1,1,5,1,1,5,5,5,4,3,1,3,3,2,1,1,3,1,5,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,コロナウィルス対策,99,99,99
83,上杉＝謙太郎,うえすぎ・けんたろう,1,7,3,0,52,1,3,1,1,46,3,13,4,3,3,2,4,1,0,1,0,0,0,0,1,0,0,0,99,99,99,99,99,99,99,99,99,99,99,100,50,100,50,50,50,100,50,3,3,4,2,2,1,1,2,1,1,99,1,1,5,2,2,1,3,2,5,5,3,1,3,3,1,3,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,99,99,99,99
84,玄葉＝光一郎,げんば・こういちろう,1,7,3,0,52,2,3,9,1,57,2,16,16,13,2,3,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,90,50,50,50,80,50,80,2,4,3,2,2,2,3,3,2,4,4,3,2,4,2,3,2,3,4,1,2,2,2,2,4,3,3,3,4,2,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,新型コロナウイルス対策,地域政策（分散型国土形成）,99,99
85,小熊＝慎司,おぐま・しんじ,1,7,4,0,52,2,3,3,1,53,2,16,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,999,999,999,999,999,999,999,999,3,5,3,2,2,3,4,3,1,5,4,2,2,2,3,3,3,4,5,1,1,1,2,3,3,3,1,2,5,2,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,コロナ対策,99,99,99
86,菅家＝一郎,かんけ・いちろう,1,7,4,0,52,1,3,3,1,66,3,13,9,3,3,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,100,0,50,30,100,0,3,3,3,3,3,3,3,3,2,1,2,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,4,3,4,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,99,99,99,99
87,熊谷＝智,くまがい・とも,1,7,5,0,66,4,1,0,1,42,1,6,5,15,4,1,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,80,0,100,0,80,0,80,5,5,5,2,4,4,5,5,1,5,5,1,1,1,1,1,3,5,5,1,1,1,5,3,5,1,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,99,99,99,99
88,吉野＝正芳,よしの・まさよし,1,7,5,0,66,1,3,7,1,73,2,13,4,6,3,2,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100,0,50,0,0,0,100,0,4,4,4,5,2,3,4,2,1,1,4,2,2,5,2,2,4,1,1,4,5,3,1,1,4,3,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,99,99,99,99
89,福島＝伸享,ふくしま・のぶゆき,1,8,1,0,66,11,2,2,1,51,2,10,5,16,2,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50,50,50,50,50,50,30,50,5,4,3,2,3,3,3,2,2,4,4,3,2,2,2,1,4,4,2,2,3,1,3,2,3,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,99,99,骨太な経済政策,衆議院参議院の役割分担の明確化等々
90,田所＝嘉徳,たどころ・よしのり,1,8,1,0,53,1,3,3,1,67,3,13,6,3,3,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,999,999,999,999,999,999,999,999,4,4,3,3,3,3,3,3,1,2,3,2,2,3,3,3,2,5,3,3,5,3,2,2,3,1,3,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,99,99,99,99
91,額賀＝福志郎,ぬかが・ふくしろう,1,8,2,0,66,1,3,12,1,77,2,16,3,6,3,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,999,100,999,999,999,999,999,1,4,2,5,4,2,3,2,1,1,4,4,4,5,2,99,2,3,2,2,99,2,2,2,2,4,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,感染症危機管理体制,99,99,99
92,藤田＝幸久,ふじた・ゆきひさ,1,8,2,0,53,2,2,2,1,71,1,6,7,4,2,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,90,20,70,50,80,10,90,5,5,4,1,4,4,5,2,1,5,4,2,2,1,2,2,2,4,5,1,1,1,2,4,4,2,2,2,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,99,99,99,99
93,葉梨＝康弘,はなし・やすひろ,1,8,3,0,53,1,3,5,1,62,2,16,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,999,999,999,999,999,999,999,999,3,4,3,3,2,2,3,2,2,2,3,2,2,4,3,4,3,4,2,2,3,2,2,2,3,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,コロナ対策,99,99,99
94,梶岡＝博樹,かじおか・ひろき,1,8,3,0,53,2,1,0,1,44,1,6,5,7,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,100,50,50,50,100,50,100,4,5,5,1,2,2,3,3,1,5,5,2,1,1,1,2,2,4,5,1,1,1,4,2,4,2,1,2,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,99,99,99,99
95,岸野＝智康,きしの・ともやす,1,8,3,0,53,5,1,0,1,27,1,16,6,7,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,10,50,10,100,50,70,10,5,3,1,3,3,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,コロナ対策,99,99,地方改革、統治機構改革
96,梶山＝弘志,かじやま・ひろし,1,8,4,0,53,1,3,7,1,66,2,3,14,6,2,1,3,1,0,1,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,100,999,999,999,999,999,999,999,5,3,4,3,3,2,3,2,1,2,4,1,2,4,1,3,2,2,1,3,3,3,2,2,3,2,5,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,99,99,99,99
97,武藤＝優子,むとう・ゆうこ,1,8,4,0,53,5,1,0,2,57,1,16,6,5,7,4,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,0,0,0,95,70,0,0,3,3,2,3,3,1,2,3,2,3,2,4,3,2,2,2,5,3,5,3,3,3,3,1,3,1,1,3,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,コロナ対策,99,99,99
98,大内＝久美子,おおうち・くみこ,1,8,4,0,53,4,1,0,2,72,1,6,15,16,2,1,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10,80,10,100,10,60,10,80,5,5,5,1,4,5,5,5,1,5,5,2,2,1,1,1,2,5,5,1,1,1,5,5,5,1,1,4,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,99,99,ジェンダー平等,99
